12	Codex Language Specification — Version 1.0.0	All normative requirements for Codex 1.0.0 MUST appear exactly once in this document.
2541	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.4 Canonical Form > 8.9.4.2 Block Annotation Canonicalization	For a block annotation with no directive, Codex-conforming tools MUST:
2550	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	If present, the directive line MUST be exactly one of:
2556	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	Directive recognition MUST be performed prior to any canonicalization other than newline normalization.
2558	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	If present, the directive line MUST be preserved in canonical output.
2562	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	* `CODE:` — Codex-conforming tools MUST preserve the block annotation bytes verbatim except for newline normalization.
2563	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	* `MARKDOWN:` — Codex-conforming tools MUST preserve the block annotation bytes verbatim except for newline normalization.
2564	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	* `FLOW:` — Codex-conforming tools MUST trim leading and trailing whitespace from the remaining content, MUST collapse internal runs of whitespace to single spaces, and MUST interpret escapes per §8.9.3.
2566	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	If no directive is present, the block annotation MUST be canonicalized as described in §8.9.4.2.
2568	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	For `FLOW:` directives, Codex-conforming tools MUST render canonical output as follows:
2571	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.5 Block Annotation Directives	* For each paragraph, wrap words to lines using the 100-character line limit defined in §8.8.4, including canonical indentation and counting tabs as 2 characters. If a non-breakable sequence plus its canonical indentation exceeds 100 characters, it MUST appear on its own line without wrapping.
2591	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.6 Annotation Kinds > 8.9.6.1 Attached Annotations	Stacked attached annotations MUST be contiguous and MUST NOT be separated by blank lines.
2602	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.6 Annotation Kinds > 8.9.6.2 Grouping Annotations	`<label>` MUST be non-empty text after trimming.
2604	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.6 Annotation Kinds > 8.9.6.2 Grouping Annotations	Grouping recognition MUST be performed after applying the inline annotation canonicalization rules in §8.9.4.1.
2606	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.6 Annotation Kinds > 8.9.6.2 Grouping Annotations	Label comparison MUST use the canonical label form (trimmed, with internal whitespace collapsed to single spaces).
2608	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.6 Annotation Kinds > 8.9.6.2 Grouping Annotations	Grouping annotations MUST conform to the canonical blank-line requirements in §8.9.8.
2623	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.7 Group Nesting and Matching	* `[END: X]` MUST match the most recent unmatched `[GROUP: X]`.
2625	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.7 Group Nesting and Matching	If an `END` label does not match the most recent open group label, or if an `END` appears with no open group, Codex-conforming tools MUST reject the document with a `ParseError` (§14).
2631	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.8 Canonical Blank Line Requirements	* Attached annotations MUST appear directly above the annotated Concept opening marker with no blank line.
2632	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.8 Canonical Blank Line Requirements	* Grouping and general annotations MUST be surrounded by exactly one blank line above and below, where file boundaries count as blank-line boundaries.
2634	Codex Language Specification — Version 1.0.0 > 8. Surface Form > 8.9 Annotations > 8.9.8 Canonical Blank Line Requirements	If an annotation does not qualify as an attached annotation, a grouping annotation, or a general annotation, Codex-conforming tools MUST reject the document with a `ParseError` (§14).
2640	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture	A conforming implementation MUST provide schema-directed validation.
2644	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture	Canonical Authoring Mode permits authors to write the canonical RDF representation directly. Simplified Authoring Mode permits authors to write a Codex-native surface form that has no independent semantics and exists only as a deterministic, lossless authoring convenience; documents written in Simplified Authoring Mode MUST expand to a byte-identical canonical RDF representation.
2646	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture	No other semantic layers, representations, or interpretive stages exist in Codex, and implementations MUST treat the canonical RDF representation as the sole source of truth.
2650	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.1 Scope and Inputs	Given the same required inputs, a conforming implementation MUST produce the same validation and canonicalization results.
2659	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.1 Scope and Inputs	Other external inputs—including environment state, configuration, registries, network access, clocks, or randomness—MUST NOT influence processing.
2661	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.1 Scope and Inputs	If any required input is missing, schema-directed processing MUST fail with a `SchemaError` (§14).
2663	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.1 Scope and Inputs	Given a Codex document and a governing schema, a conforming implementation MUST dispatch validation according to that schema.
2667	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.2 Schema-Less Formatting / Well-Formedness Checks	Schema-less checks MUST be limited to rules that are explicitly defined by this specification as independent of schema semantics.
2677	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.2 Schema-Less Formatting / Well-Formedness Checks	Without a governing schema, an implementation MUST NOT:
2686	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.3 Schema-Required Semantic Validation	An implementation MUST NOT perform semantic validation without a governing schema.
2688	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.3 Schema-Required Semantic Validation	Given a governing schema, an implementation MUST perform semantic validation as defined by that schema.
2690	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.3 Schema-Required Semantic Validation	Schema-driven semantic validation MUST be traceable to the specific schema rule(s) applied.
2692	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.3 Schema-Required Semantic Validation	Schema-driven semantic validation MUST include evaluation of all schema-defined authorizations and constraints:
2706	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	A schema document MUST be validated under exactly one authoring mode.
2713	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	All conforming implementations MUST support both authoring modes.
2715	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	The schema document's root `Schema` concept MUST have an `authoringMode` trait.
2717	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	`authoringMode` MUST be exactly one of `$SimplifiedMode` or `$CanonicalMode`; any other value or a missing `authoringMode` trait is a `SchemaError` (§14).
2719	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	The following mode-specific constraints MUST hold:
2721	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	- Simplified mode schemas MUST contain exactly one `ConceptDefinitions` and MUST NOT contain `RdfGraph`.
2722	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	- Canonical mode schemas MUST contain exactly one `RdfGraph` and MUST NOT contain Codex-native schema-definition concepts (including `ConceptDefinitions`, `TraitDefinitions`, `EnumeratedValueSets`, `ConstraintDefinitions`, `ValueTypeDefinitions`, and `ValidatorDefinitions`).
2723	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	- Simplified-mode expansion MUST generate the Canonical Representation as a canonical RDF graph; different simplified spellings that are semantically identical MUST expand to byte-identical canonical RDF graphs.
2724	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.4 Authoring Modes	- Canonicalization of the Canonical Representation MUST make semantically identical graphs byte-identical.
2730	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.5 Simplified Authoring Mode (Codex-Native Schema Authoring Surface)	To support a total, deterministic projection to derived validation artifacts, simplified-mode schema authoring MUST support the following extensions.
2734	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.5 Simplified Authoring Mode (Codex-Native Schema Authoring Surface) > 9.5.1 Pattern Flags	The following atomic constraints MUST support an optional `flags` trait whose value is text:
2740	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.5 Simplified Authoring Mode (Codex-Native Schema Authoring Surface) > 9.5.1 Pattern Flags	If `flags` is omitted, it MUST be treated as empty text.
2742	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.5 Simplified Authoring Mode (Codex-Native Schema Authoring Surface) > 9.5.1 Pattern Flags	The `pattern` and `flags` semantics MUST be SPARQL 1.1 `REGEX` semantics.
2746	Codex Language Specification — Version 1.0.0 > 9. Schema-First Architecture > 9.5 Simplified Authoring Mode (Codex-Native Schema Authoring Surface) > 9.5.2 Explicit Validator Definitions	Simplified Authoring Mode MUST support explicit validator definitions that make `ValueIsValid` deterministic.
